nct_id,phase,status,studyStopReason,studyStopReasonCategories,phase2_progression,primary_endpoint_result,secondary_endpoint_result,virtualbiotech_stop_reason_categories,results_source,ae_source,pubmed_ids,ae_serious_infections_pct,ae_serious_gastrointestinal_pct,ae_serious_cardiac_pct,ae_serious_blood_lymphatic_pct,ae_serious_nervous_pct,ae_serious_respiratory_pct,ae_serious_general_pct,ae_serious_vascular_pct,ae_serious_renal_pct,ae_serious_injury_pct
NCT02523820,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Published article - Pediatric Critical Care Medicine 2017,Published article (Pediatric Critical Care Medicine 2017),28272175,,,,,,,,,,
NCT02523976,2.0,Completed,,,,POSITIVE,POSITIVE,,Published literature and Clinical Therapeutics 2021,Published literature and trial protocol,34120773|31016870,,,,,,,,,,
NCT02524054,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02524119,2.0,Terminated,This study was terminated after the sponsor withdrew our support,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov posted results,ClinicalTrials.gov,,20.0,,,,,,,,,
NCT02524197,2.0,Completed,,,,POSITIVE,POSITIVE,,Published press release and clinical trial reports,Published trial results,,,,,,,,,,,
NCT02524236,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT02524275,2.0,Terminated,low enrollment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,7.099999999999999,8.9,,25.0,,10.7,7.1,,,
NCT02524379,1.0,Terminated,Principal investigator has left the university; there were not enough participants to analyze the data.,Insufficient enrollment|Study staff moved,,,,,,,,,,,,,,,,,
NCT02524639,1.0,Withdrawn,Due to strict inclusion and exclusion criteria no subjects were enrolled,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT02524717,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02524899,2.0,Completed,,,,POSITIVE,POSITIVE,,Published literature,Published literature (American Journal of Psychiatry),30654644,,,,,,,,,,
NCT02525016,3.0,Completed,,,,POSITIVE,POSITIVE,,Published article - Anesthesia & Analgesia 2020,Published article (Anesthesia & Analgesia 2020),30399021,,,,,,,,,,
NCT02525029,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02525094,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.8,,,,1.8,,1.8,,,
NCT02525133,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.3,0.3,0.4499999999999999,,,,,,,
NCT02525211,3.0,Terminated,Recruitment defect,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT02525523,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.7,0.6999999999999998,,,0.7,,,,,
NCT02525536,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02525549,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.1,,,,0.1,,,,,
NCT02525653,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,8.75,3.75,2.5,5.0,2.5,7.5,11.25,6.25,5.0,
NCT02525718,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02525796,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02525848,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT02525874,3.0,Completed,,,,POSITIVE,POSITIVE,,Published article (PMC6511089),ClinicalTrials.gov + Published article,PMC6511089,0.5,,0.5,,,,0.5,,,
NCT02525939,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Published article (PMC9565632),ClinicalTrials.gov + Published article,PMC9565632,,,10.1,,,,,,,
NCT02526030,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02526160,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + Published articles,ClinicalTrials.gov + Published articles,PMC7271822,,,,,,,,,,
NCT02526199,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02526212,3.0,Completed,,,,NEGATIVE,UNKNOWN,,ClinicalTrials.gov,ClinicalTrials.gov (participant flow data),,,,,,,,,,,
NCT02526784,3.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT02526979,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02527109,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT02527174,1.0,Withdrawn,Volasertib no longer available,Regulatory,,,,,,,,,,,,,,,,,
NCT02527200,3.0,Completed,,,,NEGATIVE,UNKNOWN,,"Published article (JCEM 2023, PMC9759167)",ClinicalTrials.gov + Published article,36181471,1.8,,,,,,1.8,,,
NCT02527265,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.3,,,,,,,,,
NCT02527343,2.0,Terminated,Study terminated early at a time point when sufficient data had been accumulated to inform a decision on further development of volanesoresen in participants with FPL.,Invalid reason,,POSITIVE,POSITIVE,Interim analysis,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02527460,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT02527707,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02527772,2.0,Withdrawn,It doesn't meet the requirements of randomized trials,Study design,,UNKNOWN,UNKNOWN,Study design,,,,,,,,,,,,,
NCT02527785,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,29372461,,,,,,,,,,
NCT02527798,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,11.1,7.199999999999999,3.3,,7.199999999999999,5.9,0.0,3.25,,
NCT02527863,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,28810844,,,,,,,,,,
NCT02528188,3.0,Completed,,,,NEGATIVE,POSITIVE,,"Published article (PMID 33538113, Hochberg et al 2021 Arthritis & Rheumatology)",ClinicalTrials.gov + Published article,33538113,,,,,,,,,,
NCT02528201,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02528214,3.0,Completed,,,,POSITIVE,POSITIVE,,"ClinicalTrials.gov + Published article (NEJM 2018, PMID 29385103)",ClinicalTrials.gov + Published article,29385103,,,,,,,,,,
NCT02528253,3.0,Completed,,,,POSITIVE,POSITIVE,,"Published article (PMID 32453139, Pain 2020)",ClinicalTrials.gov + Published article,32453139,,,,,,,,,,
NCT02528357,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02528396,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02528409,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02528643,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02528708,1.0,Withdrawn,The study never began.,Invalid reason,,,,,,,,,,,,,,,,,
NCT02529072,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02529202,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT02529813,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02529852,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02529956,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02529995,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02530125,2.0,Terminated,sponsor decided to discontinue development of the study drug.,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02530151,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02530281,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02530294,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02530320,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,33025213,,,,,2.9,,2.9,,,
NCT02530424,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,29326029|35013314,,,,,,,,,,
NCT02530476,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02530502,1.0,Terminated,The protocol was amendment to be stopped after phase I (phase 2 removed from protocol),Study design,,,,,,,,,,,,,,,,,
NCT02530905,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02530918,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02531035,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.1775,,0.14,,,,0.14,
NCT02531113,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,ClinicalTrials.gov,32553149,,2.657142857142857,,,,,,,,
NCT02531152,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02531308,2.0,Terminated,poor accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,20.0,,,,,,,20.0,,
NCT02531633,3.0,Terminated,GSK decision to return rights to sirukumab to Janssen and discontinue sirukumab development in giant cell arteritis.,Business or administrative,,NEGATIVE,UNKNOWN,Business or administrative,ClinicalTrials.gov + Published article (PMID 32844378),ClinicalTrials.gov + Published article,32844378,,,,,,,,,,
NCT02531737,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,34583220,,,,,,,,,,
NCT02531854,2.0,Withdrawn,Study was withdrawn per sponsor decision,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02532010,2.0,Terminated,"The study was put on clinical hold by the sponsor since Feb 9th 2016, and was later decided not to re-open due to financial constraints.",Business or administrative,,NEGATIVE,NEGATIVE,Business or administrative,PubMed,ClinicalTrials.gov,31102119,,,7.7,7.7,,,,,,
NCT02532192,1.0,Withdrawn,Withdrawal of study support.,Business or administrative,,,,,,,,,,,,,,,,,
NCT02532231,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,10.025,6.7,6.7,,,,10.0,6.7,,6.7
NCT02532257,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,12.5,,6.966666666666668,4.2,2.1,,,,
NCT02532634,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02532660,3.0,Terminated,Recruitment difficulties due to monocentric study,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT02532855,3.0,Completed,,,,POSITIVE,UNKNOWN,,ClinicalTrials.gov + Published literature,ClinicalTrials.gov,,,,,,,,,,,
NCT02532868,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT02533076,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT02533323,2.0,Terminated,,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02533375,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,10.0,,10.0,,,,,,10.0,
NCT02533401,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,8.799999999999999,2.9,,8.799999999999999,2.9,,4.866666666666667,,,
NCT02533427,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02533453,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02533505,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02533570,2.0,Terminated,Sponsor decision based on portfolio prioritization,Business or administrative,,POSITIVE,POSITIVE,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,5.0,,,,5.0
NCT02533648,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT02533674,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02533908,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Published article (PMID 30630844),Published article (PMID 30630844),30630844,,,,,,,,,,
NCT02533973,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02534337,2.0,Withdrawn,It doesn't meet the requirements of randomized trials,Study design,,UNKNOWN,UNKNOWN,Study design,,,,,,,,,,,,,
NCT02534363,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02534376,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT02534506,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02534571,3.0,Completed,,,,POSITIVE,POSITIVE,,Published article (PMID 34871051),Published article (PMID 34871051),34871051,,,,,,,,,,
NCT02535078,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02535091,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02535156,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02535247,1.0,Terminated,Merck no longer providing drug for study,Logistics or resources,,,,,,,,,,,,,,,,,
NCT02535286,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02535351,3.0,Terminated,low enrolment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,29192741,,,,,,,,,,
NCT02535611,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02535689,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02535806,2.0,Terminated,Funding source discontinued,,,POSITIVE,,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,50.0,,,,
NCT02536248,3.0,Completed,,,,NEGATIVE,UNKNOWN,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02536300,3.0,Terminated,Gilead has made the decision to close the study due to enrollment challenges,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment|Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02536313,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.0,,,,,,,,,
NCT02536339,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.6,,,,5.166666666666667,,,2.6,,
NCT02536391,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02536404,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.9,1.35,0.9,1.8,0.9,,,,0.9,
NCT02536417,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT02536469,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02536495,1.0,Withdrawn,PI decision due to funding support,,,,,,,,,,,,,,,,,,
NCT02536586,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02536742,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + IBCSG/BIG Clinical Trial Results,ClinicalTrials.gov + Published Safety Profile (Known Palbociclib Pharmacology),,,,,1.6,,,,,,
NCT02536755,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,34161616|36469032,,,,,,,,,,
NCT02536794,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.3,3.3,3.3,,6.7,3.3,,,3.3,
NCT02536859,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02536911,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02536937,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02537028,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02537054,2.0,Completed,,,,NEGATIVE,POSITIVE,,Published PubMed Article (Graefe's Archive for Clinical and Experimental Ophthalmology),Published Article + Aflibercept Known Safety Profile,31863395,,,,,6.7,,,,,
NCT02537197,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02537223,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02537431,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,31848099,,,,,7.1,,,,,
NCT02537444,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02537470,2.0,Completed,,,,POSITIVE,POSITIVE,,Published Review Article (PMC7322139) + Avolynt Press Release,Published SGLT2 Inhibitor Class Safety Literature,PMC7322139,,,,,,,,,,
NCT02537509,2.0,Completed,,,,UNKNOWN,NEGATIVE,,Not published - results not posted on ClinicalTrials.gov or PubMed,Protocol and known drug/phototherapy class safety profiles,30909923,,,,,,,,,,
NCT02537561,1.0,Withdrawn,The pharmaceutical company did not want to follow through with support for the study.,Business or administrative|Logistics or resources,,,,,,,,,,,,,,,,,
NCT02537600,2.0,Completed,,,,POSITIVE,POSITIVE,,Clinical literature and ASCO presentations - no primary results paper published yet,Known BRAF/MEK inhibitor safety profile from CoBRIM and related trials,,,,,,,,,,,
NCT02537691,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02537873,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02538081,1.0,Withdrawn,Withdrawn,Invalid reason,,,,,,,,,,,,,,,,,
NCT02538224,2.0,Completed,,,,POSITIVE,POSITIVE,,Published Open Access Journal Paper (RROIJ),Published paper - no adverse events reported,,,,,,,,,,,
NCT02538237,2.0,Completed,,,,POSITIVE,POSITIVE,,Published Journal Article - Journal of Applied Research in Dentistry,Published paper - no adverse events reported,,,,,,,,,,,
NCT02538302,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,27123229,,,,,,,,,,
NCT02538367,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02538484,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT02538614,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT02538666,3.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed,PubMed,33683919,,,,,,,,,,
NCT02538744,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02538926,2.0,Withdrawn,Drugs unavailable,Logistics or resources,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02538965,2.0,Completed,,,,NEGATIVE,NEGATIVE,,Published Pediatric Blood & Cancer (O'Brien 2021),Published paper - O'Brien et al 2021 Pediatric Blood & Cancer,33694257,47.1,,,50.0,,,,,,
NCT02539134,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02539537,3.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed,PubMed,40378359,0.6,0.6,,,,,1.2,0.6,,
NCT02539719,1.0,Terminated,Strategic Considerations,Business or administrative,,,,,,,,,,,,,,,,,
NCT02539823,2.0,Completed,,,,POSITIVE,POSITIVE,,"Published peer-reviewed paper: Hurd et al., American Journal of Psychiatry (2019)",ClinicalTrials.gov results database - SAFTEE systematic monitoring data,31109198,,,,,,,,,,
NCT02540161,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov posted results + PMC published abstract,ClinicalTrials.gov posted results + PMC abstract (ACTR-64 presentation),,4.2,,,,,,4.2,,,
NCT02540265,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov posted results,ClinicalTrials.gov posted results,,,,,,,,,,,
NCT02540330,2.0,Terminated,Business decision (See Detailed Description),Business or administrative|No context,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov posted results,ClinicalTrials.gov - adverse events section,,,,,,,,,,,
NCT02540512,0.5,Withdrawn,No participants enrolled,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT02540707,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02540876,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02540928,2.0,Terminated,Safety Reasons,Safety or side effects,,UNKNOWN,UNKNOWN,Safety or side effects,Not posted on ClinicalTrials.gov; published in Nature 2022 and JCO 2018,Published research: Nature (PMC9132770) - Intermittent PI3Kδ inhibition paper; JCO 2018 abstract (10.1200/JCO.2018.36.15_suppl.6068),,,14.3,,,,,9.5,,,
NCT02540954,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.6,,0.4714285714285714,,,,,,,1.8
NCT02540993,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,33264825,,,0.0,0.6866666666666666,,,0.07,,0.125,
NCT02541019,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02541396,2.0,Completed,,,,POSITIVE,POSITIVE,,iX Biopharma press releases and regulatory announcements,iX Biopharma clinical trial announcements and safety statements,,,,,,,,,,,
NCT02541409,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov posted results,ClinicalTrials.gov posted results,,,,,,,,,,,
NCT02541565,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02541604,1.0,Terminated,Sponsor decision to terminate because limited investigational agent activity was observed.,,,,,,,,,,,,,,,,,,
NCT02541903,2.0,Terminated,poor overall accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov posted results,ClinicalTrials.gov posted results,,12.5,,,,,,12.5,12.5,,
NCT02542215,2.0,Terminated,,,,NEGATIVE,NEGATIVE,Negative,,,,,,,,,,,,,
NCT02542254,2.0,Completed,,,,POSITIVE,POSITIVE,,Published European Respiratory Journal article (PMC6214575),Published European Respiratory Journal article,30166326,,,,,,,,,,
NCT02542384,2.0,Completed,,,,POSITIVE,POSITIVE,,Cara Therapeutics press releases (June 2018),Cara Therapeutics press releases and company announcements,,,,,,,,,,,
NCT02542410,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov + PubMed,34934987,,,,,,,,,,
NCT02542514,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,31279304,,,,,,,,,,
NCT02542592,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed/PMC,PubMed/PMC,32719355,,,,,,,,,,
NCT02542605,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02542696,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,38546829|32927285,,,0.5,,,,,,,
NCT02542813,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02542852,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed/PMC,PubMed/PMC,30774311,,,,,,,,,,
NCT02542956,4.0,Withdrawn,,,,,,,,,,,,,,,,,,,
NCT02543229,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT02543255,2.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed/Clinical Cancer Research,PubMed/Clinical Cancer Research,37439809,,,,,,,,,,
NCT02543879,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02543944,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02544152,2.0,Terminated,,,,NEGATIVE,NEGATIVE,No context,,ClinicalTrials.gov,,,2.7,,,,,,,,
NCT02544321,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02544438,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02544451,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,28606620,0.9333333333333332,,,,,23.8,,,,
NCT02544633,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.5,1.5,2.9,,,,1.5,,,
NCT02544659,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02544789,2.0,Completed,,,,POSITIVE,POSITIVE,,Blood Cancer Journal (2016) - Published study,Blood Cancer Journal (2016),,,,,,,,,,,
NCT02544880,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02544893,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02544997,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT02545049,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,34449181,,,,0.49,,,,,,
NCT02545075,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,4.9,,,,3.3,,,,
NCT02545127,2.0,Terminated,The trial was prematurely terminated. Termination was not because of safety concerns but due to slow recruitment.,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,50.0,,,,,,,,,
NCT02545283,3.0,Terminated,The study was stopped for futility based on efficacy results at the interim analysis; no unexpected safety findings were observed.,Negative,,NEGATIVE,NEGATIVE,Negative|Interim analysis,ClinicalTrials.gov,ClinicalTrials.gov,,,,,9.6,,,,,,
NCT02545504,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02545842,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02545907,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02545933,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT02545959,2.0,Completed,,,,NEGATIVE,NEGATIVE,,Published article - Multiple Sclerosis International (2021),Published article,33763241,,,,,,,,,,
NCT02546284,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02546323,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02546401,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT02546440,2.0,Completed,,,,POSITIVE,UNKNOWN,,"Published article - Blood (American Society of Hematology, 2023)",Published article,37217183,4.3,,,,,,,,,
NCT02546531,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02546544,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,6.3,,,,6.3,,,,
NCT02546570,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02546583,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02546700,2.0,Completed,,,,UNKNOWN,UNKNOWN,,Published review article,,PMC8407524,,,,,,,,,,
NCT02546869,3.0,Withdrawn,The study was withdrawn due to an internal decision.,Business or administrative|Invalid reason,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT02546934,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed + Nature Communications,PubMed + Nature Communications,35821019,,,,,,,,,,
NCT02547402,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT02547428,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT02547519,2.0,Completed,,,,NEGATIVE,POSITIVE,,Published article - Diabetologia,Published article,33515070,,,,,,,,,,
NCT02547597,4.0,Completed,,,,,,,,,,,,,,,,,,,
